episode_id,source_citation,source_url,year_window,geography,region,age_band,skill_tier,sector,prior_income_band,subsidy_level,ubi_level,population_n,time_horizon,outcome_retrain_%,outcome_share_similar_%,outcome_underemployed_%,outcome_exit_%,outcome_still_seeking_%,data_quality,notes,comparability_notes,quarter,months_post_closure,gender,rc_la_claimant_count_q_mean,rc_la_claimant_baseline,rc_la_excess_vs_baseline,rc_la_age_claimants,rc_la_age_pct_of_la_total,ne_claimant_count_q_mean,ne_claimant_baseline,ne_claimant_excess_vs_baseline,ne_gender_claimants,ne_gender_pct_within_age_band,ne_unemployment_rate_%,ne_employment_rate_%,ne_activity_rate_%,aps_period,ne_median_weekly_pay_gbp,ne_median_annual_pay_gbp,ssi_est_workers_this_cell,ssi_age_share_prior,ssi_gender_share_prior,off_all_benefits_%,still_on_benefits_%,never_claimed_jsa_%,self_employment_%,self_employment_n,training_courses_n,area_wage_change_%,ne_wage_change_%,manual_jobs_share_pre_%,manual_jobs_share_post_%
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,all,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,"£11k-£15k employer hiring subsidy (age-tiered: £11k under-45, £15k aged 45+); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package (announced Oct 2015)","N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",2070,2015Q4 (1 months post-closure),,,,,,MEDIUM,"QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,all,3298,3477,-178.8,,,46400,67784,-21384.5,,,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,2070,,,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,16-24,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); Employer Ownership of Skills pilot; £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",207,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 16-24. Nomis band used: Aged 16-24 . Estimated SSI workers in this cell: 207 (prior: 10% of 2070).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 718 (21.8% of LA total).  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,all,3298,3477,-178.8,718.0,21.8,46400,67784,-21384.5,,,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,207,0.1,,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,25-49,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",828,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 25-49. Nomis band used: Aged 25-49 (NOTE: Nomis uses 25-49, not 25-44 — document mismatch). Estimated SSI workers in this cell: 828 (prior: 40% of 2070).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 1817 (55.2% of LA total).  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,all,3298,3477,-178.8,1817.0,55.2,46400,67784,-21384.5,,,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,828,0.4,,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,50+,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,"£15k employer hiring subsidy (45+ tier — highest rate, recognising harder-to-place status); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package","N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",1035,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 50+. Nomis band used: Aged 50+ . Estimated SSI workers in this cell: 1035 (prior: 50% of 2070).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 757 (23.0% of LA total).  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,all,3298,3477,-178.8,757.0,23.0,46400,67784,-21384.5,,,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,1035,0.5,,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,16-24,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); Employer Ownership of Skills pilot; £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",197,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 16-24. Nomis band used: Aged 16-24 . Estimated SSI workers in this cell: 197 (prior: 10% of 2070).  GENDER: male. Prior: 95% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 718 (21.8% of LA total).  NE ITL1 gender claimants in this age band: 7452 (67.2% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,male,3298,3477,-178.8,718.0,21.8,46400,67784,-21384.5,7452.0,67.2,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,197,0.1,0.95,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,16-24,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); Employer Ownership of Skills pilot; £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",10,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 16-24. Nomis band used: Aged 16-24 . Estimated SSI workers in this cell: 10 (prior: 10% of 2070).  GENDER: female. Prior: 5% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 718 (21.8% of LA total).  NE ITL1 gender claimants in this age band: 3632 (32.8% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,female,3298,3477,-178.8,718.0,21.8,46400,67784,-21384.5,3632.0,32.8,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,10,0.1,0.05,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,25-49,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",787,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 25-49. Nomis band used: Aged 25-49 (NOTE: Nomis uses 25-49, not 25-44 — document mismatch). Estimated SSI workers in this cell: 787 (prior: 40% of 2070).  GENDER: male. Prior: 95% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 1817 (55.2% of LA total).  NE ITL1 gender claimants in this age band: 17035 (68.3% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,male,3298,3477,-178.8,1817.0,55.2,46400,67784,-21384.5,17035.0,68.3,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,787,0.4,0.95,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,25-49,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£11k employer hiring subsidy (under-45 tier); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package,"N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",41,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 25-49. Nomis band used: Aged 25-49 (NOTE: Nomis uses 25-49, not 25-44 — document mismatch). Estimated SSI workers in this cell: 41 (prior: 40% of 2070).  GENDER: female. Prior: 5% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 1817 (55.2% of LA total).  NE ITL1 gender claimants in this age band: 7918 (31.7% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,female,3298,3477,-178.8,1817.0,55.2,46400,67784,-21384.5,7918.0,31.7,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,41,0.4,0.05,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,50+,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,"£15k employer hiring subsidy (45+ tier — highest rate, recognising harder-to-place status); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package","N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",983,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 50+. Nomis band used: Aged 50+ . Estimated SSI workers in this cell: 983 (prior: 50% of 2070).  GENDER: male. Prior: 95% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 757 (23.0% of LA total).  NE ITL1 gender claimants in this age band: 6935 (67.2% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,male,3298,3477,-178.8,757.0,23.0,46400,67784,-21384.5,6935.0,67.2,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,983,0.5,0.95,,,35.0,,,,,,,
redcar_2015,DWP SSI JSA Statistics March 2016,https://assets.publishing.service.gov.uk/media/5a757a2ae5274a1622e22197/sahaviriya-steel-ind-ad-hoc-jsa-stats.pdf,2015-2017,Redcar / Teesside,North East England,50+,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,"£15k employer hiring subsidy (45+ tier — highest rate, recognising harder-to-place status); Routes to Work pilot £7.5m (Tees Valley-wide); £46m total government package","N/A — no UBI operational in UK Oct 2015. Actual baseline safety net: JSA £73.10/wk (adult rate) or £57.90/wk (under-25); ESA (support group) £109.65/wk; UC standard allowance £317.82/month. For model calibration: ubi_level = 0. UBI counterfactuals are simulation scenarios, not historical data.",52,2015Q4 (1 months post-closure),,,,,,MEDIUM,"AGE BAND: 50+. Nomis band used: Aged 50+ . Estimated SSI workers in this cell: 52 (prior: 50% of 2070).  GENDER: female. Prior: 5% of SSI workforce (UK steel industry statistic, not SSI-specific microdata).  QUARTER: 2015Q4 (1 months post-closure, Oct 2 2015).  REDCAR & CLEVELAND LA (E06000003) claimant count: 3298 quarterly avg (baseline 3477; excess vs baseline: -179).  RC LA age band claimants: 757 (23.0% of LA total).  NE ITL1 gender claimants in this age band: 3382 (32.8% of NE age-band total). NOTE: NE gender split mixes steel and non-steel workers. SSI gender prior (95% male) used for ssi_est_workers_this_cell instead.  NE LABOUR MARKET (APS Apr 2015-Mar 2016): unemployment 7.5%, employment 69.5%, activity 75.3%.  NE MEDIAN WAGE (ASHE 2015): £485.6/week (£25251/yr). SSI workers earned above NE median (skilled manual, union rates, est. £25k-£35k).  35% (720/2070) never claimed JSA at closure — split unknown (early retired / immediately re-employed / ESA/UC / left UK).  outcome_retrain_% and outcome_share_similar_% remain UNKNOWN — DWP microdata required for clean bucket split. outcome_underemployed_% proxy only (area wage data). All area-level data is NOT individual SSI worker tracking.","Nomis claimant count is AREA-LEVEL (Redcar & Cleveland LA or NE ITL1) — not individual SSI worker tracking. SSI dominated local economy so LA-level excess is largely attributable to closure, but non-SSI workers are included. JSA exit ≠ re-employed (workers may move to ESA/UC). Nomis age band 25-49 ≠ model band 25-44. UK training course = 2-day refresher to full vocational qual — not comparable to German Umschulung (1-2yr full requalification). Steel sector ~95% male; gender-disaggregated outcome rates unavailable from public sources.",2015Q4,1,female,3298,3477,-178.8,757.0,23.0,46400,67784,-21384.5,3382.0,32.8,7.5,69.5,75.3,Apr 2015-Mar 2016,485.6,25251,52,0.5,0.05,,,35.0,,,,,,,
